id_aviso,banos,estacionamientos,dormitorios,antiguedad_anos,condominio_cerrado,distancia_centro_comuna_m,distancia_centro_concepcion_m,cantidad_paraderos,cantidad_jardines_infantiles,cantidad_colegios,cantidad_universidades,cantidad_plazas,cantidad_supermercados,cantidad_farmacias,cantidad_centros_comerciales,cantidad_hospitales,cantidad_clinicas,cantidad_estaciones_metro,superficie_total_m2,superficie_util_m2,bodegas,gastos_comunes,estacionamiento_visitas,piscina,quincho,conserjeria,ascensor,piso_unidad,rank_nac,c_ig_com,c_ig_reg,c_ig_nac,pob_rsh_uv,hog_uv,p_urbano,precio_clp,nivel_barrio,precio_m2_sector_departamento,tiene_comparables_cercanos,comuna_otras comunas,comuna_san-pedro-de-la-paz-biobio,amoblado,ratio_total_util
MLC-4101740888,2.0,0.0,2,15,True,793.4,793.4,5.0,5.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,5.0,0.0,45.0,45.0,0,80000.0,1,0.0,0.0,1.0,1.0,9.0,6768.0,4.0,4.0,4.0,1656.0,1111.0,99.99999999999999,450000.0,2,10638.297872340425,True,False,False,0,1.0
MLC-4152851530,2.0,1.0,3,4,True,5612.0,5612.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,67.0,0,50.0,1,0.0,0.0,1.0,1.0,4.0,6684.0,4.0,4.0,4.0,6833.0,3079.0,90.5171296845883,580000.0,0,8250.0,True,False,False,0,1.044776119402985
MLC-4047161288,2.0,1.0,3,0,True,4556.3,4556.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.8,74.9,0,0.0,0,0.0,0.0,1.0,1.0,1.0,6282.0,3.0,4.0,4.0,12506.0,6078.0,99.99999999999994,650000.0,4,10186.615186615187,True,False,False,0,0.7983978638184245
MLC-4103709030,2.0,0.0,2,16,True,792.7,792.7,5.0,4.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,5.0,0.0,65.0,65.0,1,110000.0,1,0.0,0.0,1.0,1.0,9.0,6768.0,4.0,4.0,4.0,1656.0,1111.0,99.99999999999999,500000.0,2,10638.297872340425,True,False,False,0,1.0
MLC-4091480256,2.0,1.0,2,10,True,515.2,515.2,5.0,5.0,5.0,3.0,3.0,3.0,5.0,1.0,0.0,5.0,0.0,56.0,54.0,1,100000.0,1,0.0,0.0,1.0,1.0,9.0,6636.0,4.0,4.0,4.0,2317.0,1552.0,99.99999999999994,599000.0,2,11380.952380952382,True,False,False,0,1.037037037037037
MLC-1961382985,2.0,0.0,2,5,True,3913.1,3913.1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,68.0,0,100000.0,1,1.0,0.0,1.0,1.0,4.0,6684.0,4.0,4.0,4.0,6833.0,3079.0,90.5171296845883,650000.0,1,11205.980066445183,True,False,False,0,1.0294117647058822
MLC-4058629810,1.0,0.0,3,16,True,1087.8,1087.8,5.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,42.0,42.0,0,55000.0,0,0.0,0.0,1.0,1.0,2.0,6178.0,3.0,4.0,4.0,2620.0,1658.0,100.0,420000.0,2,10507.828181453231,True,False,False,0,1.0
MLC-1973919873,2.0,1.0,3,10,True,973.0,973.0,5.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,90.0,88.0,1,0.0,1,0.0,0.0,1.0,1.0,8.0,6178.0,3.0,4.0,4.0,2620.0,1658.0,100.0,850000.0,2,10819.148936170212,True,False,False,0,1.0227272727272727
MLC-1975378827,1.0,0.0,1,1,False,698.0,698.0,5.0,5.0,5.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,38.0,35.0,0,70000.0,0,0.0,0.0,1.0,1.0,16.0,6636.0,4.0,4.0,4.0,2317.0,1552.0,99.99999999999994,600000.0,2,11191.683569979716,True,False,False,0,1.0857142857142856
MLC-4064406526,2.0,0.0,2,1,True,1373.8,1373.8,5.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,0,60000.0,0,0.0,0.0,0.0,1.0,10.0,6691.0,4.0,4.0,4.0,2810.0,1764.0,99.99999999999997,520000.0,4,10915.090622537431,True,False,False,0,1.0
MLC-4138302392,2.0,1.0,2,36,True,761.1,761.1,5.0,5.0,0.0,1.0,1.0,1.0,3.0,2.0,0.0,5.0,0.0,72.0,72.0,0,130000.0,0,0.0,0.0,1.0,1.0,2.0,6768.0,4.0,4.0,4.0,1656.0,1111.0,99.99999999999999,570000.0,2,10526.315789473685,True,False,False,0,1.0
MLC-4151690872,1.0,0.0,1,4,True,1044.8,1044.8,5.0,0.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,41.0,35.0,1,80.0,0,0.0,0.0,1.0,0.0,9.0,6279.0,3.0,4.0,4.0,2598.0,1648.0,99.99999999999997,400000.0,2,10000.0,True,False,False,0,1.1714285714285715
MLC-4155619242,1.0,1.0,2,1,True,383.2,383.2,5.0,1.0,5.0,5.0,1.0,5.0,5.0,1.0,0.0,4.0,0.0,48.3,52.4,0,60.0,0,0.0,0.0,1.0,1.0,15.0,5332.0,1.0,4.0,4.0,4499.0,2404.0,99.99999999999996,550000.0,2,11168.384879725085,True,False,False,0,0.9217557251908397
MLC-2037751679,1.0,0.0,1,0,True,2744.4,2744.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,33.0,1,35.0,0,0.0,0.0,1.0,0.0,1.0,5901.0,2.0,4.0,4.0,3835.0,2050.0,58.617333955047656,365000.0,4,8654.066437571591,True,False,False,0,1.0606060606060606
MLC-4143957320,2.0,1.0,3,1,True,5167.9,5167.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,63.0,0,50.0,1,0.0,0.0,0.0,0.0,3.0,6409.0,4.0,4.0,4.0,6576.0,3080.0,94.31011496083683,550000.0,0,9137.931034482759,True,False,False,0,1.0
MLC-4118642340,3.0,2.0,4,36,False,826.0,826.0,5.0,5.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,4.0,0.0,140.0,140.0,0,210000.0,0,0.0,0.0,1.0,1.0,5.0,6768.0,4.0,4.0,4.0,1656.0,1111.0,99.99999999999999,1200000.0,2,10638.297872340425,True,False,False,0,1.0
MLC-2017191645,1.0,0.0,1,29,True,861.7,861.7,5.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,33.0,37.6,0,20000.0,0,0.0,0.0,0.0,0.0,1.0,5492.0,1.0,4.0,4.0,2073.0,1418.0,100.00000000000001,400000.0,2,11000.0,True,False,False,0,0.8776595744680851
MLC-2020551433,1.0,0.0,1,8,False,905.6,905.6,5.0,4.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,40.0,33.0,1,85000.0,0,1.0,0.0,1.0,0.0,5.0,5492.0,1.0,4.0,4.0,2073.0,1418.0,100.00000000000001,390000.0,2,11000.0,True,False,False,0,1.2121212121212122
MLC-2020098007,1.0,0.0,1,36,False,916.8,916.8,5.0,5.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,0.0,56.0,56.0,0,15000.0,0,0.0,0.0,0.0,0.0,3.0,5492.0,1.0,4.0,4.0,2073.0,1418.0,100.00000000000001,550000.0,2,10727.272727272728,True,False,False,1,1.0
MLC-4120943982,2.0,0.0,2,4,True,1141.4,1141.4,5.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,45.0,1,40000.0,0,0.0,0.0,1.0,0.0,7.0,5752.0,2.0,4.0,4.0,3137.0,1789.0,100.0,380000.0,2,9756.09756097561,True,False,False,0,1.0444444444444445
MLC-4112422264,2.0,0.0,3,0,True,2177.3,2177.3,5.0,2.0,4.0,0.0,1.0,3.0,2.0,0.0,1.0,1.0,0.0,75.0,73.0,0,90000.0,0,0.0,0.0,1.0,1.0,6.0,6715.0,4.0,4.0,4.0,2440.0,1484.0,100.0,550000.0,4,7758.620689655172,True,False,False,0,1.0273972602739727
MLC-4139252126,2.0,1.0,2,0,True,1591.2,1591.2,4.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0,100000.0,0,0.0,0.0,0.0,0.0,1.0,5924.0,2.0,4.0,4.0,3532.0,1915.0,99.99999999999997,850000.0,4,10372.340425531915,True,False,False,0,1.0
MLC-2041086295,2.0,1.0,2,11,True,610.9,610.9,5.0,5.0,2.0,5.0,3.0,2.0,5.0,2.0,0.0,5.0,0.0,58.0,58.0,1,80.0,0,0.0,0.0,0.0,1.0,7.0,6768.0,4.0,4.0,4.0,1656.0,1111.0,99.99999999999999,580000.0,2,10181.818181818182,True,False,False,0,1.0
MLC-4112422386,1.0,0.0,1,3,False,1550.7,1550.7,5.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,33.0,37.6,0,35000.0,0,0.0,0.0,1.0,0.0,1.0,6382.0,3.0,4.0,4.0,2472.0,1579.0,44.747797054366714,500000.0,4,11111.111111111111,True,False,False,0,0.8776595744680851
MLC-4128149222,2.0,1.0,2,12,True,825.4,825.4,5.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,57.0,59.0,1,125000.0,0,0.0,0.0,1.0,1.0,24.0,5492.0,1.0,4.0,4.0,2073.0,1418.0,100.00000000000001,550000.0,2,11000.0,True,False,False,0,0.9661016949152542
MLC-4112475794,1.0,0.0,1,1,True,758.0,758.0,5.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,37.0,0,50000.0,0,0.0,0.0,0.0,1.0,9.0,4644.0,1.0,4.0,3.0,2739.0,1645.0,100.00000000000004,350000.0,2,10869.565217391304,True,False,False,0,1.0
MLC-2020552985,1.0,1.0,1,1,True,758.0,758.0,5.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,37.0,0,50000.0,0,0.0,0.0,1.0,1.0,9.0,4644.0,1.0,4.0,3.0,2739.0,1645.0,100.00000000000004,450000.0,2,10686.274509803921,True,False,False,0,1.0
MLC-1997638383,2.0,1.0,3,13,True,5167.4,5167.4,5.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,78.2,78.0,1,120000.0,0,0.0,0.0,1.0,1.0,9.0,6684.0,4.0,4.0,4.0,6833.0,3079.0,90.5171296845883,650000.0,4,9450.171821305841,True,False,False,0,1.0025641025641026
MLC-2037612063,1.0,0.0,1,2,True,2589.7,2589.7,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,37.6,0,40.0,0,0.0,0.0,0.0,0.0,10.0,6304.0,3.0,4.0,4.0,4026.0,2134.0,100.00000000000003,300000.0,4,9787.234042553191,True,False,False,0,0.8776595744680851
MLC-4146282872,1.0,1.0,2,0,True,948.9,948.9,5.0,1.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,45.0,40.0,1,70000.0,0,0.0,0.0,1.0,0.0,1.0,6178.0,3.0,4.0,4.0,2620.0,1658.0,100.0,255000.0,2,10819.148936170212,True,False,False,0,1.125
MLC-4087922864,1.0,1.0,1,5,True,959.4,959.4,5.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,33.0,37.6,1,50000.0,0,0.0,0.0,1.0,1.0,1.0,4889.0,1.0,4.0,3.0,6948.0,3534.0,56.36092741949685,400000.0,2,9375.0,True,False,False,0,0.8776595744680851
MLC-4159929692,2.0,1.0,2,4,True,4859.9,4859.9,5.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,72.0,1,95.0,1,0.0,0.0,1.0,1.0,6.0,6282.0,3.0,4.0,4.0,12506.0,6078.0,99.99999999999994,700000.0,4,10553.030303030304,True,False,False,1,1.0694444444444444
MLC-2016094127,1.0,1.0,1,15,True,1783.9,1783.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,30.0,0,35000.0,0,0.0,0.0,1.0,1.0,10.0,5924.0,2.0,4.0,4.0,3532.0,1915.0,99.99999999999997,400000.0,4,10449.328107502799,True,False,False,0,1.3333333333333333
MLC-4071284198,1.0,0.0,1,10,True,781.1,781.1,5.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,38.0,38.0,1,48000.0,0,0.0,0.0,0.0,0.0,1.0,3967.0,1.0,3.0,3.0,2152.0,1148.0,50.505791961990965,365000.0,2,9574.468085106382,True,False,False,0,1.0
MLC-4077955144,2.0,1.0,2,3,True,4321.9,4321.9,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,0,80000.0,1,0.0,0.0,1.0,1.0,6.0,6282.0,3.0,4.0,4.0,12506.0,6078.0,99.99999999999994,600000.0,4,9803.921568627451,True,False,False,0,1.0
MLC-4101799296,1.0,1.0,2,12,True,1151.4,1151.4,5.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,44.0,44.0,1,90000.0,1,0.0,0.0,1.0,1.0,13.0,6382.0,3.0,4.0,4.0,2472.0,1579.0,44.747797054366714,500000.0,4,10833.333333333334,True,False,False,0,1.0
MLC-4078123744,1.0,0.0,1,0,True,4093.8,4093.8,5.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,37.6,0,45000.0,0,0.0,0.0,1.0,1.0,14.0,6324.0,3.0,4.0,4.0,3689.0,1875.0,97.53025843982572,470000.0,0,8333.333333333334,True,False,False,1,0.8776595744680851
MLC-2041066075,2.0,1.0,2,14,True,4859.9,4859.9,5.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,1,120.0,1,0.0,0.0,1.0,1.0,6.0,6282.0,3.0,4.0,4.0,12506.0,6078.0,99.99999999999994,700000.0,4,10397.058823529413,True,False,False,0,1.0
MLC-4111974740,2.0,0.0,2,10,True,781.1,781.1,5.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,60.0,62.0,0,85000.0,1,0.0,0.0,1.0,1.0,1.0,3967.0,1.0,3.0,3.0,2152.0,1148.0,50.505791961990965,500000.0,2,9583.333333333334,True,False,False,0,0.967741935483871
MLC-4071297554,1.0,0.0,1,4,True,944.2,944.2,5.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,38.0,38.0,0,40000.0,0,0.0,0.0,1.0,0.0,1.0,4889.0,1.0,4.0,3.0,6948.0,3534.0,56.36092741949685,360000.0,2,9187.5,True,False,False,0,1.0
MLC-4134828362,1.0,1.0,2,1,True,584.9,584.9,5.0,0.0,4.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,62.0,57.0,0,60000.0,1,0.0,0.0,1.0,1.0,12.0,4644.0,1.0,4.0,3.0,2739.0,1645.0,100.00000000000004,590000.0,2,10686.274509803921,True,False,False,0,1.087719298245614
MLC-1986997867,1.0,1.0,1,1,True,723.7,723.7,5.0,5.0,5.0,3.0,2.0,1.0,5.0,0.0,0.0,3.0,0.0,46.0,46.0,0,65000.0,0,0.0,0.0,1.0,1.0,18.0,6636.0,4.0,4.0,4.0,2317.0,1552.0,99.99999999999994,440000.0,2,11168.384879725085,True,False,False,0,1.0
MLC-3882970254,2.0,1.0,2,30,True,671.9,671.9,5.0,5.0,1.0,1.0,2.0,1.0,4.0,2.0,0.0,5.0,0.0,82.0,72.0,0,130000.0,1,0.0,0.0,1.0,1.0,2.0,6768.0,4.0,4.0,4.0,1656.0,1111.0,99.99999999999999,600000.0,2,10611.702127659573,True,False,False,0,1.1388888888888888
MLC-4047671032,1.0,1.0,1,10,True,731.3,731.3,5.0,0.0,4.0,1.0,2.0,1.0,2.0,0.0,0.0,3.0,1.0,33.0,37.6,1,70000.0,1,0.0,0.0,1.0,1.0,12.0,3967.0,1.0,3.0,3.0,2152.0,1148.0,50.505791961990965,360000.0,2,10000.0,True,False,False,1,0.8776595744680851
MLC-4135275668,2.0,1.0,2,10,True,4010.9,4010.9,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,60.0,57.0,0,72000.0,1,0.0,0.0,1.0,1.0,1.0,6684.0,4.0,4.0,4.0,6833.0,3079.0,90.5171296845883,500000.0,1,10155.677655677655,True,False,False,0,1.0526315789473684
MLC-4120777792,2.0,0.0,3,13,True,987.5,987.5,5.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,61.0,0,95000.0,1,0.0,0.0,1.0,1.0,20.0,5941.0,2.0,4.0,4.0,3137.0,1891.0,99.99999999999999,530000.0,2,10000.0,True,False,False,0,1.0655737704918034
MLC-4093496412,1.0,0.0,1,1,True,721.9,721.9,5.0,4.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,33.0,37.6,0,30000.0,0,0.0,0.0,0.0,1.0,3.0,6768.0,4.0,4.0,4.0,1656.0,1111.0,99.99999999999999,360000.0,2,11168.384879725085,True,False,False,0,0.8776595744680851
MLC-2004394191,2.0,1.0,2,5,True,2744.4,2744.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0,0,50000.0,0,0.0,0.0,0.0,0.0,1.0,5901.0,2.0,4.0,4.0,3835.0,2050.0,58.617333955047656,410000.0,4,8654.066437571591,True,False,False,0,1.0
MLC-2025074969,1.0,0.0,1,0,True,1406.3,1406.3,5.0,2.0,4.0,2.0,1.0,4.0,1.0,0.0,0.0,2.0,0.0,33.0,37.6,0,40000.0,0,0.0,0.0,1.0,1.0,17.0,6382.0,3.0,4.0,4.0,2472.0,1579.0,44.747797054366714,380000.0,4,11111.111111111111,True,False,False,0,0.8776595744680851
MLC-2025074595,1.0,1.0,1,0,True,1406.3,1406.3,5.0,2.0,4.0,2.0,1.0,4.0,1.0,0.0,0.0,2.0,0.0,41.0,39.0,1,80000.0,0,0.0,0.0,1.0,1.0,16.0,6382.0,3.0,4.0,4.0,2472.0,1579.0,44.747797054366714,480000.0,4,11111.111111111111,True,False,False,0,1.0512820512820513
MLC-1990065701,1.0,0.0,1,3,True,747.5,747.5,4.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,36.0,1,70000.0,0,0.0,0.0,1.0,1.0,13.0,6636.0,4.0,4.0,4.0,2317.0,1552.0,99.99999999999994,430000.0,2,11161.11551678562,True,False,False,0,1.1111111111111112
MLC-1975373267,1.0,1.0,3,5,True,4372.6,4372.6,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,0,0.0,1,0.0,0.0,1.0,0.0,1.0,6409.0,4.0,4.0,4.0,6576.0,3080.0,94.31011496083683,500000.0,0,8310.60606060606,True,False,False,0,1.0
MLC-4134715540,2.0,1.0,2,15,True,3653.3,3653.3,5.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,95.0,75.0,1,200000.0,1,0.0,0.0,1.0,1.0,5.0,6684.0,4.0,4.0,4.0,6833.0,3079.0,90.5171296845883,800000.0,1,11428.57142857143,True,False,False,0,1.2666666666666666
MLC-4128098112,2.0,1.0,2,20,True,775.2,775.2,5.0,4.0,1.0,0.0,3.0,1.0,3.0,2.0,0.0,4.0,0.0,72.0,68.0,1,75000.0,1,0.0,0.0,1.0,1.0,15.0,3967.0,1.0,3.0,3.0,2152.0,1148.0,50.505791961990965,630000.0,2,10000.0,True,False,False,0,1.0588235294117647
MLC-4054602120,2.0,1.0,2,9,True,782.1,782.1,5.0,5.0,3.0,2.0,2.0,3.0,5.0,1.0,0.0,5.0,0.0,62.0,59.0,0,0.0,0,0.0,0.0,1.0,1.0,13.0,5492.0,1.0,4.0,4.0,2073.0,1418.0,100.00000000000001,650000.0,2,10883.116883116883,True,False,False,0,1.0508474576271187
MLC-4084876278,1.0,0.0,1,1,False,1789.9,1789.9,5.0,1.0,3.0,2.0,2.0,5.0,3.0,0.0,0.0,2.0,0.0,34.0,33.0,0,48000.0,0,0.0,0.0,1.0,1.0,1.0,6382.0,3.0,4.0,4.0,2472.0,1579.0,44.747797054366714,480000.0,4,11648.376011528655,True,False,False,1,1.0303030303030303
MLC-1997618501,2.0,1.0,2,2,True,1939.5,1939.5,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59.8,58.2,0,100000.0,0,0.0,0.0,0.0,1.0,17.0,6019.0,3.0,4.0,4.0,4332.0,2303.0,55.039223570176596,700000.0,4,11535.618279569891,True,False,False,0,1.0274914089347078
MLC-4109145746,1.0,1.0,1,15,True,1930.8,1930.8,5.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,40.0,0,40000.0,0,0.0,0.0,0.0,0.0,1.0,6388.0,4.0,4.0,4.0,5415.0,2892.0,99.99999999999999,370000.0,4,8571.42857142857,True,False,False,0,1.125
MLC-4084968174,1.0,1.0,2,10,True,583.5,583.5,5.0,0.0,4.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,50.0,45.0,0,65000.0,1,0.0,0.0,1.0,1.0,11.0,5332.0,1.0,4.0,4.0,4499.0,2404.0,99.99999999999996,550000.0,2,10496.18320610687,True,False,False,1,1.1111111111111112
MLC-4093525378,2.0,1.0,2,15,False,460.8,460.8,5.0,5.0,3.0,5.0,1.0,1.0,5.0,1.0,0.0,5.0,0.0,55.0,55.0,0,90000.0,1,0.0,0.0,0.0,1.0,13.0,6318.0,3.0,4.0,4.0,1035.0,677.0,100.00000000000001,560000.0,2,10526.315789473685,True,False,False,0,1.0
MLC-2011912663,2.0,2.0,2,10,True,2750.5,2750.5,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,96.0,96.0,1,200000.0,1,1.0,0.0,1.0,1.0,3.0,6741.0,4.0,4.0,4.0,1295.0,716.0,36.99002340181459,1300000.0,3,11355.710146862482,True,False,False,0,1.0
MLC-4073509312,1.0,1.0,1,10,True,1200.9,1200.9,5.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,38.0,36.0,1,62000.0,1,1.0,0.0,1.0,1.0,12.0,6741.0,4.0,4.0,4.0,1295.0,716.0,36.99002340181459,440000.0,3,11909.090909090908,True,False,False,0,1.0555555555555556
MLC-4064405316,2.0,0.0,2,3,True,747.5,747.5,4.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,52.0,0,90000.0,0,0.0,0.0,1.0,0.0,1.0,6636.0,4.0,4.0,4.0,2317.0,1552.0,99.99999999999994,580000.0,2,11172.427733980188,True,False,False,0,1.1346153846153846
MLC-4087330338,1.0,0.0,1,3,True,747.5,747.5,4.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,37.6,0,60000.0,0,0.0,0.0,0.0,0.0,9.0,6636.0,4.0,4.0,4.0,2317.0,1552.0,99.99999999999994,500000.0,2,11161.11551678562,True,False,False,1,0.8776595744680851
MLC-4160976616,1.0,0.0,1,0,False,810.0,810.0,5.0,5.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,5.0,0.0,35.0,33.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,6768.0,4.0,4.0,4.0,1656.0,1111.0,99.99999999999999,400000.0,2,10649.337615415496,True,False,False,0,1.0606060606060606
MLC-4146278104,1.0,1.0,1,10,True,3180.7,3180.7,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,31.0,0,50000.0,0,0.0,0.0,1.0,1.0,7.0,6441.0,4.0,4.0,4.0,887.0,463.0,99.66005616536954,360000.0,0,10555.555555555555,True,False,False,0,1.032258064516129
MLC-4155690248,2.0,1.0,2,28,True,204.8,204.8,5.0,1.0,4.0,5.0,1.0,5.0,5.0,1.0,0.0,5.0,0.0,56.0,56.0,0,75.0,0,1.0,0.0,1.0,1.0,11.0,6318.0,3.0,4.0,4.0,1035.0,677.0,100.00000000000001,500000.0,2,11168.384879725085,True,False,False,0,1.0
MLC-2045836437,1.0,1.0,2,16,False,1741.4,1741.4,5.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,40.0,40.0,0,50.0,1,0.0,0.0,1.0,1.0,1.0,5924.0,2.0,4.0,4.0,3532.0,1915.0,99.99999999999997,400000.0,4,10449.328107502799,True,False,False,0,1.0
MLC-2044099183,1.0,1.0,1,6,False,3179.1,3179.1,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,30.0,1,50000.0,0,0.0,0.0,1.0,1.0,9.0,6441.0,4.0,4.0,4.0,887.0,463.0,99.66005616536954,370000.0,0,10555.555555555555,True,False,False,0,1.0333333333333334
MLC-2044149071,1.0,0.0,1,2,False,1455.6,1455.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,38.0,0,42000.0,1,1.0,0.0,1.0,1.0,1.0,6279.0,3.0,4.0,4.0,2598.0,1648.0,99.99999999999997,400000.0,2,10372.340425531915,True,False,False,0,1.0526315789473684
MLC-4016770246,1.0,0.0,2,6,True,1436.2,1436.2,5.0,2.0,3.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,45.0,43.0,0,85000.0,0,0.0,0.0,1.0,1.0,5.0,6382.0,3.0,4.0,4.0,2472.0,1579.0,44.747797054366714,500000.0,4,10750.0,True,False,False,0,1.0465116279069768
MLC-1975401723,2.0,1.0,2,4,True,963.2,963.2,5.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0,46.0,0,0.0,0,0.0,0.0,1.0,1.0,6.0,4889.0,1.0,4.0,3.0,6948.0,3534.0,56.36092741949685,520000.0,2,9375.0,True,False,False,0,1.065217391304348
MLC-4126580098,2.0,1.0,3,10,True,4026.9,4026.9,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,84.0,80.0,1,120000.0,1,1.0,0.0,1.0,1.0,14.0,6684.0,4.0,4.0,4.0,6833.0,3079.0,90.5171296845883,750000.0,1,10424.022698612862,True,False,False,0,1.05
MLC-1975402833,2.0,1.0,2,5,True,1618.1,1618.1,5.0,1.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,59.8,58.2,0,70000.0,0,0.0,0.0,1.0,1.0,7.0,6382.0,3.0,4.0,4.0,2472.0,1579.0,44.747797054366714,680000.0,4,11170.212765957447,True,False,False,1,1.0274914089347078
MLC-4016768334,2.0,1.0,2,0,True,528.0,528.0,5.0,0.0,3.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,93.0,93.0,1,100000.0,1,0.0,0.0,1.0,0.0,10.0,5332.0,1.0,4.0,4.0,4499.0,2404.0,99.99999999999996,620000.0,2,10933.064395637233,True,False,False,0,1.0
MLC-1975367195,2.0,1.0,2,3,True,2995.5,2995.5,5.0,0.0,2.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,59.0,59.0,2,110000.0,0,1.0,0.0,1.0,1.0,1.0,5455.0,1.0,4.0,4.0,10400.0,5578.0,70.00755326012411,600000.0,0,9300.192206884502,True,False,False,0,1.0
